index,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,building,addr,postal,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
0,1,BEACH RD,16,1970,Y,Y,N,N,N,N,KWN,142,0,1,138,1,2,0,0,0,0,0,0,0,1.295097408,103.8540683,RAFFLES HOTEL,1 BEACH ROAD RAFFLES HOTEL SINGAPORE 189673,189673,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1,1,BEDOK STH AVE 1,14,1975,Y,N,N,Y,N,N,BD,206,0,0,204,0,2,0,0,0,0,0,0,0,1.320852087,103.9337211,NIL,1 BEDOK SOUTH AVENUE 1 SINGAPORE 460001,460001,6,BEDOK SOUTH,BDSZ06,BEDOK,BD,EAST REGION,ER
2,1,CANTONMENT RD,2,2010,N,Y,N,N,N,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275488086,103.841419,PINNACLE @ DUXTON,1 CANTONMENT ROAD PINNACLE @ DUXTON SINGAPORE 080001,80001,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
3,1,CHAI CHEE RD,15,1982,Y,N,N,N,N,N,BD,102,0,0,0,10,92,0,0,0,0,0,0,0,1.327968792,103.922716,PING YI GARDENS,1 CHAI CHEE ROAD PING YI GARDENS SINGAPORE 461001,461001,3,KEMBANGAN,BDSZ03,BEDOK,BD,EAST REGION,ER
4,1,CHANGI VILLAGE RD,4,1975,Y,Y,N,N,N,N,PRC,55,0,0,54,0,1,0,0,0,0,0,0,0,1.388610038,103.9880935,OCBC CHANGI VILLAGE ROAD - 7 ELEVEN,1 CHANGI VILLAGE ROAD OCBC CHANGI VILLAGE ROAD - 7 ELEVEN SINGAPORE 500001,500001,1,CHANGI POINT,CHSZ01,CHANGI,CH,EAST REGION,ER
5,1,DELTA AVE,25,1982,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,1.292075251,103.8285841,NIL,1 DELTA AVENUE SINGAPORE 160001,160001,9,BUKIT HO SWEE,BMSZ09,BUKIT MERAH,BM,CENTRAL REGION,CR
6,1,DOVER RD,12,1975,Y,N,N,Y,N,N,QT,125,0,0,118,0,7,0,0,0,0,0,0,0,1.302529947,103.7832717,DOVER COMMUNITY CENTRE,1 DOVER ROAD DOVER COMMUNITY CENTRE SINGAPORE 130001,130001,10,DOVER,QTSZ10,QUEENSTOWN,QT,CENTRAL REGION,CR
7,1,EUNOS CRES,14,1977,Y,N,N,Y,N,N,GL,247,0,0,0,0,0,0,0,0,0,247,0,0,1.320657645,103.9024634,NIL,1 EUNOS CRESCENT SINGAPORE 400001,400001,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
8,1,EVERTON PK,12,1980,Y,Y,N,N,N,N,BM,95,0,0,62,0,33,0,0,0,0,0,0,0,1.275498954,103.8413985,DBS EVERTON PARK,1 CANTONMENT ROAD DBS EVERTON PARK SINGAPORE 080001,80001,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
9,1,GEYLANG SERAI,2,2009,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316494157,103.8967884,WISMA GEYLANG SERAI,1 ENGKU AMAN TURN WISMA GEYLANG SERAI SINGAPORE 408528,408528,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
10,1,GHIM MOH RD,15,1975,Y,N,N,Y,N,N,QT,220,0,0,216,0,4,0,0,0,0,0,0,0,1.312879757,103.786855,GHIM MOH GREEN,1 GHIM MOH ROAD GHIM MOH GREEN SINGAPORE 270001,270001,1,GHIM MOH,QTSZ01,QUEENSTOWN,QT,CENTRAL REGION,CR
11,1,HAIG RD,15,1976,Y,N,N,Y,N,N,GL,219,0,0,214,0,5,0,0,0,0,0,0,0,1.311290918,103.8977034,MY FIRST SKOOL,1 HAIG ROAD MY FIRST SKOOL SINGAPORE 430001,430001,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
12,1,HOLLAND CL,13,1973,Y,N,N,Y,N,N,QT,319,0,0,0,0,0,0,0,0,319,0,0,0,1.309219378,103.7967324,NIL,1 HOLLAND CLOSE SINGAPORE 271001,271001,2,HOLLAND DRIVE,QTSZ02,QUEENSTOWN,QT,CENTRAL REGION,CR
13,1,HOUGANG AVE 3,14,1974,Y,N,N,Y,N,N,HG,204,0,0,200,0,4,0,0,0,0,0,0,0,1.364130973,103.8930013,NIL,1 HOUGANG AVENUE 3 SINGAPORE 530001,530001,2,KANGKAR,HGSZ02,HOUGANG,HG,NORTH-EAST REGION,NER
14,1,JLN KUKOH,17,1969,Y,N,Y,Y,N,N,CT,84,0,0,0,0,0,0,0,0,0,56,14,14,1.288231015,103.8399342,HAWKER CENTRE (BLK 1 JALAN KUKOH),1 JALAN KUKOH HAWKER CENTRE (BLK 1 JALAN KUKOH) SINGAPORE 161001,161001,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
15,1,JLN BT MERAH,14,1974,Y,Y,N,N,N,N,BM,244,0,0,243,0,0,0,0,0,0,0,1,0,1.286441576,103.808287,OCBC JALAN BUKIT MERAH - FAIRPRICE,1 JALAN BUKIT MERAH OCBC JALAN BUKIT MERAH - FAIRPRICE SINGAPORE 150001,150001,7,ALEXANDRA HILL,BMSZ07,BUKIT MERAH,BM,CENTRAL REGION,CR
16,1,JOO CHIAT RD,5,1984,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315859059,103.8983762,UOB JOO CHIAT COMPLEX,1 JOO CHIAT ROAD UOB JOO CHIAT COMPLEX SINGAPORE 420001,420001,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
17,1,KG KAYU RD,10,1963,Y,N,N,N,N,N,KWN,107,0,0,106,1,0,0,0,0,0,0,0,0,1.303557697,103.8837964,DI TANJONG RHU,1 KAMPONG KAYU ROAD DI TANJONG RHU SINGAPORE 431001,431001,5,TANJONG RHU,KLSZ05,KALLANG,KL,CENTRAL REGION,CR
18,1,LOR LEW LIAN,14,1977,Y,N,N,Y,N,N,SGN,179,0,0,174,0,3,0,0,0,0,0,2,0,1.350867126,103.8753439,NIL,1 LORONG LEW LIAN SINGAPORE 531001,531001,7,UPPER PAYA LEBAR,SGSZ07,SERANGOON,SG,NORTH-EAST REGION,NER
19,1,LOR 7 TOA PAYOH,11,1968,Y,N,N,N,N,N,TP,196,0,0,194,0,2,0,0,0,0,0,0,0,1.339430335,103.8534428,KIM KEAT COURT,1 LORONG 7 TOA PAYOH KIM KEAT COURT SINGAPORE 310001,310001,5,LORONG 8 TOA PAYOH,TPSZ05,TOA PAYOH,TP,CENTRAL REGION,CR
20,1,MARINE TER,25,1974,Y,Y,N,N,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,1.304829022,103.918615,MARINE TERRACE WALK,1 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440001,440001,3,MARINE PARADE,MPSZ03,MARINE PARADE,MP,CENTRAL REGION,CR
21,1,MARSILING DR,11,1973,Y,N,N,Y,N,N,WL,159,0,0,158,0,1,0,0,0,0,0,0,0,1.440671099,103.7757399,MARSILING SPRING,1 MARSILING DRIVE MARSILING SPRING SINGAPORE 730001,730001,6,WOODLANDS WEST,WDSZ06,WOODLANDS,WD,NORTH REGION,NR
22,1,MAUDE RD,14,1970,Y,Y,N,Y,N,N,KWN,176,0,0,0,0,0,0,0,0,0,176,0,0,1.307544023,103.8590197,D'JOY CHILDREN'S CENTRE,1 MAUDE ROAD D'JOY CHILDREN'S CENTRE SINGAPORE 200001,200001,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
23,1,PINE CL,19,1998,Y,N,N,N,N,N,GL,156,0,0,0,100,56,0,0,0,0,0,0,0,1.307870562,103.8831922,NIL,1 PINE CLOSE SINGAPORE 390001,390001,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
24,1,QUEEN'S RD,23,1974,Y,N,N,N,N,N,BT,88,0,0,0,0,88,0,0,0,0,0,0,0,1.317266295,103.8067829,FARRER GARDENS,1 QUEEN'S ROAD FARRER GARDENS SINGAPORE 260001,260001,8,FARRER COURT,BTSZ08,BUKIT TIMAH,BT,CENTRAL REGION,CR
25,1,ST. GEORGE'S RD,12,1975,Y,N,N,Y,N,N,KWN,154,0,0,0,154,0,0,0,0,0,0,0,0,1.322639331,103.8617064,RESIDENCE @ ST GEORGE,1 SAINT GEORGE'S LANE RESIDENCE @ ST GEORGE SINGAPORE 328047,328047,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
26,1,TAMPINES WALK,7,2016,N,N,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353300307,103.9405254,HDB TAMPINES BRANCH,1 TAMPINES WALK HDB TAMPINES BRANCH SINGAPORE 528523,528523,3,TAMPINES WEST,TMSZ03,TAMPINES,TM,EAST REGION,ER
27,1,TECK WHYE AVE,13,1983,Y,N,N,N,N,N,CCK,118,0,0,68,48,0,2,0,0,0,0,0,0,1.382538829,103.7517109,TECK WHYE HEIGHTS I,1 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680001,680001,1,TECK WHYE,CKSZ01,CHOA CHU KANG,CK,WEST REGION,WR
28,1,TELOK BLANGAH CRES,16,1973,Y,Y,N,N,N,N,BM,148,0,0,146,0,2,0,0,0,0,0,0,0,1.279456601,103.8178976,MOUNT FABER GREEN,1 TELOK BLANGAH CRESCENT MOUNT FABER GREEN SINGAPORE 090001,90001,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
29,1,TG PAGAR PLAZA,24,1976,Y,Y,N,Y,N,N,CT,163,0,0,158,0,5,0,0,0,0,0,0,0,1.27624052,103.8430061,OCBC TANJONG PAGAR PLAZA - 7 ELEVEN,1 TANJONG PAGAR PLAZA OCBC TANJONG PAGAR PLAZA - 7 ELEVEN SINGAPORE 082001,82001,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
30,1,THOMSON RD,4,1977,Y,Y,N,N,N,N,KWN,8,0,0,0,0,0,0,0,0,0,0,8,0,1.330510312,103.8375437,THOMSON POLICE COMPLEX,1 MOUNT PLEASANT ROAD THOMSON POLICE COMPLEX SINGAPORE 298333,298333,5,MOUNT PLEASANT,NVSZ05,NOVENA,NV,CENTRAL REGION,CR
31,1,TOH YI DR,13,1987,Y,N,N,Y,N,N,BT,132,0,0,0,72,60,0,0,0,0,0,0,0,1.339571753,103.7746782,TOH YI GARDENS,1 TOH YI DRIVE TOH YI GARDENS SINGAPORE 591501,591501,1,ANAK BUKIT,BTSZ01,BUKIT TIMAH,BT,CENTRAL REGION,CR
32,1,UPP ALJUNIED LANE,1,2003,N,Y,Y,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334955931,103.881581,DBS UPPER ALJUNIED LANE 1,1 UPPER ALJUNIED LINK DBS UPPER ALJUNIED LANE 1 SINGAPORE 367901,367901,12,JOO SENG,TPSZ12,TOA PAYOH,TP,CENTRAL REGION,CR
33,1,WOODLANDS IND PK E3,2,1994,N,N,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454813455,103.8000692,HDB CENTRE OF BUILDING RESEARCH,1 WOODLANDS INDUSTRIAL PARK E3 HDB CENTRE OF BUILDING RESEARCH SINGAPORE 757780,757780,8,SENOKO WEST,WDSZ08,WOODLANDS,WD,NORTH REGION,NR
34,1A,C'WEALTH DR,1,2010,N,N,Y,N,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299730716,103.7978355,TANGLIN HALT FOOD CENTRE,1A COMMONWEALTH DRIVE TANGLIN HALT FOOD CENTRE SINGAPORE 141001,141001,4,TANGLIN HALT,QTSZ04,QUEENSTOWN,QT,CENTRAL REGION,CR
35,1A,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.27784271,103.8409659,THE PINNACLE@DUXTON,1A CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085101,85101,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
36,1A,EUNOS CRES,2,1981,Y,Y,N,N,N,N,GL,2,0,0,0,0,0,0,0,0,0,0,2,0,1.321288182,103.9027263,OCBC EUNOS CRESCENT - 7 ELEVEN,1A EUNOS CRESCENT OCBC EUNOS CRESCENT - 7 ELEVEN SINGAPORE 401001,401001,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
37,1A,EVERTON PK,1,2000,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.277190575,103.8402577,NIL,1A EVERTON PARK SINGAPORE 083001,83001,16,EVERTON PARK,BMSZ16,BUKIT MERAH,BM,CENTRAL REGION,CR
38,1A,TELOK PAKU RD,5,2015,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387966586,103.9882989,MULTI STOREY CAR PARK,1A TELOK PAKU ROAD MULTI STOREY CAR PARK SINGAPORE 498730,498730,1,CHANGI POINT,CHSZ01,CHANGI,CH,EAST REGION,ER
39,1A,TELOK BLANGAH CRES,1,2005,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.279606818,103.8177905,MOUNT FABER GREEN,1A TELOK BLANGAH CRESCENT MOUNT FABER GREEN SINGAPORE 091001,91001,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
40,1A,THOMSON RD,1,1980,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325741734,103.8430344,BALESTIER HILL SHOPPING CENTRE,1A THOMSON ROAD BALESTIER HILL SHOPPING CENTRE SINGAPORE 301001,301001,1,BALESTIER,NVSZ01,NOVENA,NV,CENTRAL REGION,CR
41,1A,TOH YI DR,4,1988,N,N,N,N,Y,N,BT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33904481,103.7743004,TOH YI DRIVE MULTI STOREY CARPARK,1A TOH YI DRIVE TOH YI DRIVE MULTI STOREY CARPARK SINGAPORE 591601,591601,1,ANAK BUKIT,BTSZ01,BUKIT TIMAH,BT,CENTRAL REGION,CR
42,1B,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.277799407,103.8414034,THE PINNACLE@DUXTON,1B CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085201,85201,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
43,1C,CANTONMENT RD,50,2009,Y,N,N,N,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.277449094,103.8416667,THE PINNACLE@DUXTON,1C CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085301,85301,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
44,1D,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.276920243,103.8414858,THE KIDZ ZONE PTE LTD,1D CANTONMENT ROAD THE KIDZ ZONE PTE LTD SINGAPORE 085401,85401,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
45,1E,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.276621684,103.8411561,PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR-TIONG BAHRU BLK 1E (KN),1E CANTONMENT ROAD PCF SPARKLETOTS PRESCHOOL @ TANJONG PAGAR-TIONG BAHRU BLK 1E (KN) SINGAPORE 085501,85501,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
46,1F,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.275986995,103.8411918,THE PINNACLE@DUXTON,1F CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085601,85601,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
47,1G,CANTONMENT RD,50,2009,Y,N,N,Y,N,N,CT,264,0,0,0,176,88,0,0,0,0,0,0,0,1.275532291,103.8412746,THE PINNACLE@DUXTON,1G CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085701,85701,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
48,10,BENDEMEER RD,7,2016,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315509938,103.860953,BENDEMEER LIGHT,10 BENDEMEER ROAD BENDEMEER LIGHT SINGAPORE 330010,330010,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
49,10,CANTONMENT CL,5,2000,N,N,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274569743,103.8392121,MULTI STOREY CAR PARK,10 CANTONMENT CLOSE MULTI STOREY CAR PARK SINGAPORE 080010,80010,16,EVERTON PARK,BMSZ16,BUKIT MERAH,BM,CENTRAL REGION,CR
50,10,CHAI CHEE RD,15,1999,Y,Y,N,N,N,N,BD,84,0,0,0,56,28,0,0,0,0,0,0,0,1.327275724,103.9248036,NIL,10 CHAI CHEE ROAD SINGAPORE 467010,467010,3,KEMBANGAN,BDSZ03,BEDOK,BD,EAST REGION,ER
51,10,DAKOTA CRES,7,1958,Y,N,N,Y,N,N,GL,53,0,0,0,0,0,0,0,0,0,0,53,0,1.306341146,103.8844582,NIL,10 DAKOTA CRESCENT SINGAPORE 390010,390010,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
52,10,EUNOS CRES,16,1977,Y,N,N,Y,N,N,GL,180,0,0,0,180,0,0,0,0,0,0,0,0,1.322286559,103.9027205,NIL,10 EUNOS CRESCENT SINGAPORE 400010,400010,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
53,10,GLOUCESTER RD,14,1976,Y,N,N,Y,N,N,KWN,207,0,0,180,26,1,0,0,0,0,0,0,0,1.313916596,103.8522098,PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL 10 (DS),10 GLOUCESTER ROAD PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL 10 (DS) SINGAPORE 210010,210010,7,KAMPONG JAVA,KLSZ07,KALLANG,KL,CENTRAL REGION,CR
54,10,HAIG RD,13,1976,Y,Y,N,N,N,N,GL,133,0,0,133,0,0,0,0,0,0,0,0,0,1.314846411,103.895865,DBS HAIG ROAD,10 HAIG ROAD DBS HAIG ROAD SINGAPORE 430010,430010,5,GEYLANG EAST,GLSZ05,GEYLANG,GL,CENTRAL REGION,CR
55,10,HOLLAND AVE,14,1973,Y,N,N,N,N,N,QT,101,0,0,0,101,0,0,0,0,0,0,0,0,1.308149971,103.7942752,HOLLAND VISTA,10 HOLLAND AVENUE HOLLAND VISTA SINGAPORE 271010,271010,2,HOLLAND DRIVE,QTSZ02,QUEENSTOWN,QT,CENTRAL REGION,CR
56,10,JLN BT HO SWEE,10,1962,Y,N,N,N,N,N,BM,120,0,50,0,0,0,0,0,0,0,70,0,0,1.28745837,103.8326758,BUKIT HO SWEE VIEW,10 JALAN BUKIT HO SWEE BUKIT HO SWEE VIEW SINGAPORE 161010,161010,9,BUKIT HO SWEE,BMSZ09,BUKIT MERAH,BM,CENTRAL REGION,CR
57,10,JLN RUMAH TINGGI,4,1986,Y,N,N,N,N,N,BM,28,0,0,20,8,0,0,0,0,0,0,0,0,1.288200189,103.8083694,RUMAH TINGGI VIEW,10 JALAN RUMAH TINGGI RUMAH TINGGI VIEW SINGAPORE 150010,150010,7,ALEXANDRA HILL,BMSZ07,BUKIT MERAH,BM,CENTRAL REGION,CR
58,10,JLN BATU,12,1966,Y,N,N,Y,N,N,KWN,132,0,0,0,8,97,27,0,0,0,0,0,0,1.302044883,103.8828871,DI TANJONG RHU,10 JALAN BATU DI TANJONG RHU SINGAPORE 431010,431010,5,TANJONG RHU,KLSZ05,KALLANG,KL,CENTRAL REGION,CR
59,10,JLN KUKOH,12,1970,Y,Y,N,Y,N,N,CT,92,0,72,16,4,0,0,0,0,0,0,0,0,1.286973834,103.8390758,CHIN SWEE VIEW,10 JALAN KUKOH CHIN SWEE VIEW SINGAPORE 162010,162010,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
60,10,JOO SENG RD,20,1982,Y,N,N,N,N,N,TP,76,0,0,0,0,76,0,0,0,0,0,0,0,1.334618334,103.880165,NIL,10 JOO SENG ROAD SINGAPORE 360010,360010,12,JOO SENG,TPSZ12,TOA PAYOH,TP,CENTRAL REGION,CR
61,10,LOR 7 TOA PAYOH,25,1997,Y,N,N,N,N,N,TP,96,0,0,0,68,28,0,0,0,0,0,0,0,1.337165276,103.8572288,TOA PAYOH COURT,10 LORONG 7 TOA PAYOH TOA PAYOH COURT SINGAPORE 310010,310010,6,PEI CHUN,TPSZ06,TOA PAYOH,TP,CENTRAL REGION,CR
62,10,MARSILING DR,22,1975,Y,Y,N,N,N,N,WL,84,0,0,0,0,84,0,0,0,0,0,0,0,1.440805674,103.7773186,MARSILING GARDENS,10 MARSILING DRIVE MARSILING GARDENS SINGAPORE 730010,730010,6,WOODLANDS WEST,WDSZ06,WOODLANDS,WD,NORTH REGION,NR
63,10,NTH BRIDGE RD,16,1973,Y,Y,N,N,N,N,KWN,224,0,0,0,0,0,0,0,0,224,0,0,0,1.30555234,103.8635628,NIL,10 NORTH BRIDGE ROAD SINGAPORE 190010,190010,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
64,10,PINE CL,13,1981,Y,N,N,N,N,N,GL,120,0,0,72,48,0,0,0,0,0,0,0,0,1.309152394,103.8822425,NIL,10 PINE CLOSE SINGAPORE 391010,391010,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
65,10,SELEGIE RD,10,1963,Y,Y,N,N,N,N,CT,48,0,0,48,0,0,0,0,0,0,0,0,0,1.303708794,103.8505372,SELEGIE HOUSE,10 SELEGIE ROAD SELEGIE HOUSE SINGAPORE 180010,180010,9,BENCOOLEN,RCSZ09,ROCHOR,RC,CENTRAL REGION,CR
66,10,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,12,0,0,0,12,0,0,0,0,0,0,0,0,1.323746488,103.8634122,SAINT GEORGE'S EAST GARDENS,10 SAINT GEORGE'S ROAD SAINT GEORGE'S EAST GARDENS SINGAPORE 320010,320010,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
67,10,TECK WHYE AVE,12,1977,Y,N,N,Y,N,N,CCK,153,0,0,130,22,0,1,0,0,0,0,0,0,1.380470546,103.7552111,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 10 (KN),10 TECK WHYE AVENUE PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 10 (KN) SINGAPORE 680010,680010,1,TECK WHYE,CKSZ01,CHOA CHU KANG,CK,WEST REGION,WR
68,10,TELOK BLANGAH CRES,10,1974,Y,Y,N,N,N,N,BM,66,0,0,65,0,1,0,0,0,0,0,0,0,1.277731532,103.8197694,NIL,10 TELOK BLANGAH CRESCENT SINGAPORE 090010,90010,14,TELOK BLANGAH WAY,BMSZ14,BUKIT MERAH,BM,CENTRAL REGION,CR
69,10,TOH YI DR,7,1988,Y,N,N,N,N,N,BT,36,0,0,0,0,0,36,0,0,0,0,0,0,1.337539566,103.7731611,TOH YI GARDENS,10 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590010,590010,1,ANAK BUKIT,BTSZ01,BUKIT TIMAH,BT,CENTRAL REGION,CR
70,10,WOODLANDS AVE 8,4,2000,N,N,N,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454287141,103.8002621,HDB CENTRE OF BUILDING RESEARCH,10 WOODLANDS AVENUE 8 HDB CENTRE OF BUILDING RESEARCH SINGAPORE 738973,738973,8,SENOKO WEST,WDSZ08,WOODLANDS,WD,NORTH REGION,NR
71,10A,BEDOK STH AVE 2,5,1992,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322585616,103.9368494,NIL,10A BEDOK SOUTH AVENUE 2 SINGAPORE 460010,460010,6,BEDOK SOUTH,BDSZ06,BEDOK,BD,EAST REGION,ER
72,10A,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,220,0,0,71,149,0,0,0,0,0,0,0,0,1.314991389,103.8605054,BENDEMEER LIGHT,10A BENDEMEER ROAD BENDEMEER LIGHT SINGAPORE 331010,331010,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
73,10A,BOON TIONG RD,40,2014,Y,N,N,Y,N,N,BM,228,0,0,76,152,0,0,0,0,0,0,0,0,1.286358471,103.8296262,TIONG BAHRU VIEW,10A BOON TIONG ROAD TIONG BAHRU VIEW SINGAPORE 160010,160010,10,TIONG BAHRU,BMSZ10,BUKIT MERAH,BM,CENTRAL REGION,CR
74,10A,CHAI CHEE RD,1,1999,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327103643,103.9249213,NIL,10A CHAI CHEE ROAD SINGAPORE 469010,469010,3,KEMBANGAN,BDSZ03,BEDOK,BD,EAST REGION,ER
75,10A,HOLLAND DR,6,1997,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308404471,103.7936975,MULTI STOREY CAR PARK,10A HOLLAND DRIVE MULTI STOREY CAR PARK SINGAPORE 272010,272010,2,HOLLAND DRIVE,QTSZ02,QUEENSTOWN,QT,CENTRAL REGION,CR
76,10A,JLN KUKOH,1,1999,N,N,N,N,N,Y,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286837933,103.8386741,NIL,10A JALAN KUKOH SINGAPORE 163010,163010,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
77,10A,LOR 7 TOA PAYOH,5,1997,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337171643,103.8577935,MULTI STOREY CAR PARK,10A LORONG 7 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311010,311010,6,PEI CHUN,TPSZ06,TOA PAYOH,TP,CENTRAL REGION,CR
78,10B,BENDEMEER RD,40,2016,Y,N,N,N,N,N,KWN,184,0,0,70,114,0,0,0,0,0,0,0,0,1.315477153,103.8603129,BENDEMEER LIGHT,10B BENDEMEER ROAD BENDEMEER LIGHT SINGAPORE 332010,332010,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
79,10B,BEDOK STH AVE 2,20,1994,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,1.322353866,103.9361833,NIL,10B BEDOK SOUTH AVENUE 2 SINGAPORE 461010,461010,6,BEDOK SOUTH,BDSZ06,BEDOK,BD,EAST REGION,ER
